City,Year,Month,Visits,Sales_UAH,Promo_Sales_UAH,Client_GRP,Client_OTS,Client_Ad_Budget_UAH,Client_Ad_Events,Client_Insertions,Competitor_GRP,Competitor_OTS,Competitor_Ad_Budget_UAH,Competitor_Ad_Events,Competitor_Insertions,Epicentr_GRP,Epicentr_OTS,Epicentr_Ad_Budget_UAH,Epicentr_Insertions,Fora_GRP,Fora_OTS,Fora_Ad_Budget_UAH,Fora_Insertions,Silpo_GRP,Silpo_OTS,Silpo_Ad_Budget_UAH,Silpo_Insertions,Varus_GRP,Varus_OTS,Varus_Ad_Budget_UAH,Varus_Insertions,Velmart_GRP,Velmart_OTS,Velmart_Ad_Budget_UAH,Velmart_Insertions,Auchan_GRP,Auchan_OTS,Auchan_Ad_Budget_UAH,Auchan_Insertions,Ekomarket_GRP,Ekomarket_OTS,Ekomarket_Ad_Budget_UAH,Ekomarket_Insertions,Novus_GRP,Novus_OTS,Novus_Ad_Budget_UAH,Novus_Insertions,Le Silpo_GRP,Le Silpo_OTS,Le Silpo_Ad_Budget_UAH,Le Silpo_Insertions,Atb_GRP,Atb_OTS,Atb_Ad_Budget_UAH,Atb_Insertions,Fozzy_GRP,Fozzy_OTS,Fozzy_Ad_Budget_UAH,Fozzy_Insertions
Chernihiv,2023,12,11904,15591794.74,3790881.65,0.0,0.0,0.0,0.0,0.0,183.51,423.0,253150.0,44.0,44.0,108.73,251.0,147100.0,27.0,0.0,0.0,0.0,0.0,10.0,23.0,18750.0,3.0,0.0,0.0,0.0,0.0,13.919999999999998,32.0,25000.0,4.0,0.0,0.0,0.0,0.0,27.39,63.0,18550.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.47,54.0,43750.0,7.0,0.0,0.0,0.0,0.0
Chernihiv,2024,1,8420,8207865.81,1110477.16,0.0,0.0,0.0,0.0,0.0,137.24,316.0,258100.0,45.0,45.0,65.62,151.0,116150.0,22.0,0.0,0.0,0.0,0.0,19.46,45.0,42750.0,7.0,0.0,0.0,0.0,0.0,13.9,32.0,25000.0,4.0,0.0,0.0,0.0,0.0,3.48,8.0,24200.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.78,80.0,50000.0,8.0,0.0,0.0,0.0,0.0
Chernihiv,2024,2,8662,8703698.29,1256355.69,0.0,0.0,0.0,0.0,0.0,138.78,320.0,269700.0,47.0,47.0,57.269999999999996,132.0,97400.0,19.0,0.0,0.0,0.0,0.0,21.07,49.0,36800.0,6.0,0.0,0.0,0.0,0.0,20.88,48.0,43150.0,7.0,0.0,0.0,0.0,0.0,23.04,53.0,42350.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.52,38.0,50000.0,8.0,0.0,0.0,0.0,0.0
Chernihiv,2024,3,9805,10299599.56,2098499.32,0.0,0.0,0.0,0.0,0.0,129.44,298.0,245900.0,42.0,42.0,40.75,94.0,75300.0,14.0,0.0,0.0,0.0,0.0,9.99,23.0,42850.0,7.0,0.0,0.0,0.0,0.0,20.88,48.0,49200.0,8.0,0.0,0.0,0.0,0.0,41.3,95.0,28550.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.52,38.0,50000.0,8.0,0.0,0.0,0.0,0.0
Chernihiv,2024,4,9351,9691693.11,1340228.01,0.0,0.0,0.0,0.0,0.0,143.26999999999998,344.0,285850.0,44.0,47.0,26.5,61.0,59300.0,10.0,0.0,0.0,0.0,0.0,24.77,57.0,63800.0,12.0,0.0,0.0,0.0,0.0,20.88,48.0,52600.0,8.0,0.0,0.0,0.0,0.0,45.9,120.0,41250.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.22,58.0,68900.0,10.0,0.0,0.0,0.0,0.0
Chernihiv,2024,5,9561,9852030.36,1513042.88,0.0,0.0,0.0,0.0,0.0,132.84,320.0,260800.0,39.0,42.0,27.81,64.0,60000.0,9.0,0.0,0.0,0.0,0.0,11.3,26.0,32000.0,7.0,0.0,0.0,0.0,0.0,20.44,47.0,52600.0,8.0,0.0,0.0,0.0,0.0,45.9,120.0,41250.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.39,63.0,74950.0,11.0,0.0,0.0,0.0,0.0
Chernihiv,2024,6,9133,10078888.99,1364126.64,0.0,0.0,0.0,0.0,0.0,70.86,163.0,89050.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,10.0,12100.0,2.0,0.0,0.0,0.0,0.0,13.919999999999998,32.0,24200.0,4.0,0.0,0.0,0.0,0.0,33.91,78.0,16450.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.689999999999998,43.0,36300.0,6.0,0.0,0.0,0.0,0.0
Chernihiv,2024,7,9983,11997026.04,1851523.56,0.0,0.0,0.0,0.0,0.0,106.51,245.0,137450.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.25,88.0,53600.0,9.0,0.0,0.0,0.0,0.0,13.919999999999998,32.0,24200.0,4.0,0.0,0.0,0.0,0.0,21.74,50.0,11250.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6,75.0,48400.0,8.0,0.0,0.0,0.0,0.0
Chernihiv,2024,8,9404,10855043.02,1745949.95,0.0,0.0,0.0,0.0,0.0,107.38,247.0,124500.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.95,62.0,35450.0,6.0,0.0,0.0,0.0,0.0,13.919999999999998,32.0,24200.0,4.0,0.0,0.0,0.0,0.0,33.91,78.0,16450.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6,75.0,48400.0,8.0,0.0,0.0,0.0,0.0
Chernihiv,2024,9,9635,11245538.4,2697545.22,0.0,0.0,0.0,0.0,0.0,105.2,242.0,130950.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.68,66.0,37400.0,6.0,0.0,0.0,0.0,0.0,13.919999999999998,32.0,25000.0,4.0,0.0,0.0,0.0,0.0,30.0,69.0,18550.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6,75.0,50000.0,8.0,0.0,0.0,0.0,0.0
Chernihiv,2024,10,9057,9788415.03,1537975.63,0.0,0.0,0.0,0.0,0.0,178.09,410.0,284400.0,32.0,47.0,93.89,216.0,90300.0,15.0,0.0,0.0,0.0,0.0,12.9,30.0,113050.0,19.0,0.0,0.0,0.0,0.0,6.09,14.0,12500.0,2.0,0.0,0.0,0.0,0.0,30.0,69.0,18550.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.21,81.0,50000.0,8.0,0.0,0.0,0.0,0.0
Chernihiv,2024,11,8540,10513349.03,1720010.9,0.0,0.0,0.0,0.0,0.0,212.91,490.0,378850.0,49.0,62.0,112.92999999999999,260.0,178000.0,29.0,0.0,0.0,0.0,0.0,25.21,58.0,107300.0,18.0,0.0,0.0,0.0,0.0,13.040000000000001,30.0,25000.0,4.0,0.0,0.0,0.0,0.0,30.0,69.0,18550.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.73,73.0,50000.0,8.0,0.0,0.0,0.0,0.0
Chernihiv,2024,12,12041,18433701.05,4779687.24,0.0,0.0,0.0,0.0,0.0,183.51,423.0,253150.0,44.0,44.0,108.73,251.0,147100.0,27.0,0.0,0.0,0.0,0.0,10.0,23.0,18750.0,3.0,0.0,0.0,0.0,0.0,13.919999999999998,32.0,25000.0,4.0,0.0,0.0,0.0,0.0,27.39,63.0,18550.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.47,54.0,43750.0,7.0,0.0,0.0,0.0,0.0
Chernihiv,2025,1,8237,9042412.77,1136613.6,0.0,0.0,0.0,0.0,0.0,137.24,316.0,258100.0,45.0,45.0,65.62,151.0,116150.0,22.0,0.0,0.0,0.0,0.0,19.46,45.0,42750.0,7.0,0.0,0.0,0.0,0.0,13.9,32.0,25000.0,4.0,0.0,0.0,0.0,0.0,3.48,8.0,24200.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.78,80.0,50000.0,8.0,0.0,0.0,0.0,0.0
Chernihiv,2025,2,8169,9086396.45,1396417.42,0.0,0.0,0.0,0.0,0.0,138.78,320.0,269700.0,47.0,47.0,57.269999999999996,132.0,97400.0,19.0,0.0,0.0,0.0,0.0,21.07,49.0,36800.0,6.0,0.0,0.0,0.0,0.0,20.88,48.0,43150.0,7.0,0.0,0.0,0.0,0.0,23.04,53.0,42350.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.52,38.0,50000.0,8.0,0.0,0.0,0.0,0.0
Chernihiv,2025,3,772,922551.13,128828.66,0.0,0.0,0.0,0.0,0.0,129.44,298.0,245900.0,42.0,42.0,40.75,94.0,75300.0,14.0,0.0,0.0,0.0,0.0,9.99,23.0,42850.0,7.0,0.0,0.0,0.0,0.0,20.88,48.0,49200.0,8.0,0.0,0.0,0.0,0.0,41.3,95.0,28550.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.52,38.0,50000.0,8.0,0.0,0.0,0.0,0.0
Chernivtsi,2023,1,26091,43889092.089999996,5128965.0,0.0,0.0,0.0,0.0,0.0,210.14,377.0,238400.0,30.0,39.0,28.04,50.0,35550.0,5.0,0.0,0.0,0.0,0.0,19.62,35.0,30000.0,5.0,0.0,0.0,0.0,0.0,102.99,185.0,95050.0,14.0,0.0,0.0,18800.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.49,107.0,59000.0,10.0,0.0,0.0,0.0,0.0
Chernivtsi,2023,2,23260,41530759.54,5725972.78,2.78,5.0,6000.0,1.0,1.0,281.01,506.0,385800.0,53.0,65.0,23.1,42.0,33700.0,5.0,0.0,0.0,0.0,0.0,61.83,111.0,91300.0,16.0,0.0,0.0,0.0,0.0,123.47999999999999,222.0,153000.0,24.0,0.0,0.0,24800.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.60000000000001,131.0,83000.0,14.0,0.0,0.0,0.0,0.0
Chernivtsi,2023,3,25687,43214610.3,6885575.85,2.78,5.0,7100.0,1.0,1.0,303.7,547.0,441100.0,56.0,66.0,36.7,67.0,44850.0,6.0,0.0,0.0,0.0,0.0,61.44,110.0,115950.0,18.0,0.0,0.0,0.0,0.0,153.73,276.0,172200.0,25.0,2.22,4.0,34100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.61,90.0,74000.0,10.0,0.0,0.0,0.0,0.0
Chernivtsi,2023,4,26463,49851838.41,8015926.12,0.0,0.0,0.0,0.0,0.0,331.56,597.0,481000.0,57.0,65.0,50.59,92.0,62350.0,8.0,0.0,0.0,0.0,0.0,48.11,86.0,81250.0,12.0,0.0,0.0,0.0,0.0,174.35999999999999,313.0,210000.0,27.0,2.22,4.0,41900.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.28,102.0,85500.0,11.0,0.0,0.0,0.0,0.0
Chernivtsi,2023,5,26326,47341177.58,8302993.72,0.0,0.0,0.0,0.0,0.0,247.83,447.0,332650.0,41.0,48.0,45.22,82.0,44450.0,6.0,0.0,0.0,0.0,0.0,36.29,65.0,58200.0,9.0,0.0,0.0,0.0,0.0,128.55,232.0,138400.0,19.0,2.22,4.0,41900.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.55,64.0,49700.0,7.0,0.0,0.0,0.0,0.0
Chernivtsi,2023,6,27298,51759877.02,10034899.2,0.0,0.0,0.0,0.0,0.0,198.16,358.0,235850.0,29.0,37.0,28.32,51.0,21300.0,3.0,0.0,0.0,0.0,0.0,27.41,49.0,42600.0,6.0,0.0,0.0,0.0,0.0,94.11,171.0,102600.0,15.0,0.0,0.0,19650.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.32,87.0,49700.0,7.0,0.0,0.0,0.0,0.0
Chernivtsi,2023,7,29014,54347581.7,8581592.45,0.0,0.0,0.0,0.0,0.0,180.0,325.0,214600.0,26.0,31.0,28.32,51.0,21300.0,3.0,0.0,0.0,0.0,0.0,17.96,32.0,28400.0,4.0,0.0,0.0,0.0,0.0,85.4,155.0,97200.0,14.0,0.0,0.0,18000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.32,87.0,49700.0,7.0,0.0,0.0,0.0,0.0
Chernivtsi,2023,8,28428,52869848.77,7804642.21,0.0,0.0,0.0,0.0,0.0,143.58,259.0,218350.0,33.0,33.0,28.32,51.0,27300.0,4.0,0.0,0.0,0.0,0.0,19.08,34.0,28400.0,4.0,0.0,0.0,0.0,0.0,73.97,134.0,115150.0,18.0,0.0,0.0,6000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.21,40.0,41500.0,6.0,0.0,0.0,0.0,0.0
Chernivtsi,2023,9,27360,50561865.74,9886561.02,0.0,0.0,6000.0,1.0,1.0,84.06,152.0,266350.0,41.0,42.0,13.79,25.0,47550.0,7.0,0.0,0.0,0.0,0.0,5.56,10.0,15700.0,2.0,0.0,0.0,0.0,0.0,52.489999999999995,95.0,133400.0,22.0,0.0,0.0,12000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.22,22.0,57700.0,9.0,0.0,0.0,0.0,0.0
Chernivtsi,2023,10,26642,50308194.55,7144484.78,0.0,0.0,6000.0,1.0,1.0,120.39,542.0,412100.0,60.0,62.0,10.280000000000001,58.0,59550.0,9.0,0.0,0.0,0.0,0.0,13.52,24.0,59550.0,9.0,0.0,0.0,0.0,0.0,61.15,305.0,180350.0,28.0,6.2700000000000005,63.0,15700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.17,92.0,96950.0,14.0,0.0,0.0,0.0,0.0
Chernivtsi,2023,11,25721,52148723.08,8192337.82,0.0,0.0,6000.0,1.0,1.0,260.21999999999997,468.0,407000.0,58.0,58.0,19.15,34.0,41550.0,6.0,0.0,0.0,0.0,0.0,64.84,117.0,144500.0,21.0,0.0,0.0,0.0,0.0,99.6,180.0,128150.0,18.0,27.409999999999997,49.0,21700.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.22,88.0,71100.0,10.0,0.0,0.0,0.0,0.0
Chernivtsi,2023,12,33651,83014187.13,19900442.919999998,0.0,0.0,0.0,0.0,0.0,102.99,355.0,223000.0,31.0,31.0,10.280000000000001,58.0,35550.0,5.0,0.0,0.0,0.0,0.0,11.11,20.0,47550.0,7.0,0.0,0.0,0.0,0.0,32.27,149.0,72950.0,10.0,20.56,37.0,13850.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.77,91.0,53100.0,7.0,0.0,0.0,0.0,0.0
Chernivtsi,2024,1,23747,45439128.88,6635216.76,0.0,0.0,0.0,0.0,0.0,210.14,377.0,238400.0,30.0,39.0,28.04,50.0,35550.0,5.0,0.0,0.0,0.0,0.0,19.62,35.0,30000.0,5.0,0.0,0.0,0.0,0.0,102.99,185.0,95050.0,14.0,0.0,0.0,18800.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.49,107.0,59000.0,10.0,0.0,0.0,0.0,0.0
Chernivtsi,2024,2,24212,46421236.31,8439014.31,2.78,5.0,6000.0,1.0,1.0,281.01,506.0,385800.0,53.0,65.0,23.1,42.0,33700.0,5.0,0.0,0.0,0.0,0.0,61.83,111.0,91300.0,16.0,0.0,0.0,0.0,0.0,123.47999999999999,222.0,153000.0,24.0,0.0,0.0,24800.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.60000000000001,131.0,83000.0,14.0,0.0,0.0,0.0,0.0
Chernivtsi,2024,3,27726,52780173.62,8845589.43,2.78,5.0,7100.0,1.0,1.0,303.7,547.0,441100.0,56.0,66.0,36.7,67.0,44850.0,6.0,0.0,0.0,0.0,0.0,61.44,110.0,115950.0,18.0,0.0,0.0,0.0,0.0,153.73,276.0,172200.0,25.0,2.22,4.0,34100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.61,90.0,74000.0,10.0,0.0,0.0,0.0,0.0
Chernivtsi,2024,4,25549,51529550.88,8139516.13,0.0,0.0,0.0,0.0,0.0,331.56,597.0,481000.0,57.0,65.0,50.59,92.0,62350.0,8.0,0.0,0.0,0.0,0.0,48.11,86.0,81250.0,12.0,0.0,0.0,0.0,0.0,174.35999999999999,313.0,210000.0,27.0,2.22,4.0,41900.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.28,102.0,85500.0,11.0,0.0,0.0,0.0,0.0
Chernivtsi,2024,5,26352,56057852.68,9345018.23,0.0,0.0,0.0,0.0,0.0,247.83,447.0,332650.0,41.0,48.0,45.22,82.0,44450.0,6.0,0.0,0.0,0.0,0.0,36.29,65.0,58200.0,9.0,0.0,0.0,0.0,0.0,128.55,232.0,138400.0,19.0,2.22,4.0,41900.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.55,64.0,49700.0,7.0,0.0,0.0,0.0,0.0
Chernivtsi,2024,6,26712,55636280.68,9301299.15,0.0,0.0,0.0,0.0,0.0,198.16,358.0,235850.0,29.0,37.0,28.32,51.0,21300.0,3.0,0.0,0.0,0.0,0.0,27.41,49.0,42600.0,6.0,0.0,0.0,0.0,0.0,94.11,171.0,102600.0,15.0,0.0,0.0,19650.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.32,87.0,49700.0,7.0,0.0,0.0,0.0,0.0
Chernivtsi,2024,7,29178,59376945.34,9487999.17,0.0,0.0,0.0,0.0,0.0,180.0,325.0,214600.0,26.0,31.0,28.32,51.0,21300.0,3.0,0.0,0.0,0.0,0.0,17.96,32.0,28400.0,4.0,0.0,0.0,0.0,0.0,85.4,155.0,97200.0,14.0,0.0,0.0,18000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.32,87.0,49700.0,7.0,0.0,0.0,0.0,0.0
Chernivtsi,2024,8,29929,62031424.44,10623356.36,0.0,0.0,0.0,0.0,0.0,143.58,259.0,218350.0,33.0,33.0,28.32,51.0,27300.0,4.0,0.0,0.0,0.0,0.0,19.08,34.0,28400.0,4.0,0.0,0.0,0.0,0.0,73.97,134.0,115150.0,18.0,0.0,0.0,6000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.21,40.0,41500.0,6.0,0.0,0.0,0.0,0.0
Chernivtsi,2024,9,26872,57436546.26,11987197.31,0.0,0.0,6000.0,1.0,1.0,84.06,152.0,266350.0,41.0,42.0,13.79,25.0,47550.0,7.0,0.0,0.0,0.0,0.0,5.56,10.0,15700.0,2.0,0.0,0.0,0.0,0.0,52.489999999999995,95.0,133400.0,22.0,0.0,0.0,12000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.22,22.0,57700.0,9.0,0.0,0.0,0.0,0.0
Chernivtsi,2024,10,25992,53978603.72,9234811.7,0.0,0.0,6000.0,1.0,1.0,120.39,542.0,412100.0,60.0,62.0,10.280000000000001,58.0,59550.0,9.0,0.0,0.0,0.0,0.0,13.52,24.0,59550.0,9.0,0.0,0.0,0.0,0.0,61.15,305.0,180350.0,28.0,6.2700000000000005,63.0,15700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.17,92.0,96950.0,14.0,0.0,0.0,0.0,0.0
Chernivtsi,2024,11,27392,61793685.71,10352789.3,0.0,0.0,6000.0,1.0,1.0,260.21999999999997,468.0,407000.0,58.0,58.0,19.15,34.0,41550.0,6.0,0.0,0.0,0.0,0.0,64.84,117.0,144500.0,21.0,0.0,0.0,0.0,0.0,99.6,180.0,128150.0,18.0,27.409999999999997,49.0,21700.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.22,88.0,71100.0,10.0,0.0,0.0,0.0,0.0
